"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","entrezgene_id","description"
"5306","ENSG00000122679",19.8051435602752,2.99523235895602,0.399313310313623,6.20077173667956,5.61869563148382e-10,3.6499630582704e-08,"RAMP3",10268,"receptor activity modifying protein 3"
"1553","ENSG00000081985",239.598419745961,2.9670742192651,0.307302997683248,8.69828642615782,3.36933219411872e-18,1.74345513465329e-15,"IL12RB2",3595,"interleukin 12 receptor subunit beta 2"
"1419","ENSG00000078295",199.898178107709,2.93591301646449,0.3616911837412,7.32948541217656,2.31038125680947e-13,3.83639244320393e-11,"ADCY2",108,"adenylate cyclase 2"
"55789","ENSG00000279525",4.34136591540847,2.90743317358237,0.437782498717715,6.23857036376725,4.41587984381956e-10,2.93856731425084e-08,"AC002451.2",NA,"TEC"
"2906","ENSG00000104321",10.534536437522,2.88402808355819,0.434077733234558,5.41593687221854,6.09686108538186e-08,1.97388344006991e-06,"TRPA1",8989,"transient receptor potential cation channel subfamily A member 1"
"16057","ENSG00000185518",49.3696887785254,2.87350841669051,0.395699307962931,6.3478428304728,2.18354988443323e-10,1.54558252668891e-08,"SV2B",9899,"synaptic vesicle glycoprotein 2B"
"3335","ENSG00000106565",669.761208748057,2.87295871706098,0.362108980925442,7.48999044950467,6.88786258171241e-14,1.35110151504806e-11,"TMEM176B",28959,"transmembrane protein 176B"
"17589","ENSG00000197769",140.534034465412,2.86435649144715,0.367222746406567,7.00448428312193,2.47897247939426e-12,3.0654991132101e-10,"MAP1LC3C",440738,"microtubule associated protein 1 light chain 3 gamma"
"7960","ENSG00000140285",222.521451920945,2.83864081995629,0.364573495039217,6.77946489917489,1.20621798079762e-11,1.19870907416219e-09,"FGF7",2252,"fibroblast growth factor 7"
"6077","ENSG00000128683",105.715474591814,2.81640067964952,0.312122670753843,8.25217583782071,1.55536343181806e-16,5.69263016045411e-14,"GAD1",2571,"glutamate decarboxylase 1"
"13996","ENSG00000175785",20.9975831203262,2.79577774963709,0.414711724776676,5.17639600835846,2.2621304499178e-07,5.8984412739299e-06,"PRIMA1",145270,"proline rich membrane anchor 1"
"6439","ENSG00000131203",330.233082392905,2.79425556273475,0.413342445952722,5.7778974182233,7.5639899615517e-09,3.43955252615287e-07,"IDO1",3620,"indoleamine 2,3-dioxygenase 1"
"6420","ENSG00000131097",251.757032347824,2.78478634042913,0.327334557842772,8.21676807365931,2.09060824860969e-16,7.4694446139612e-14,"HIGD1B",51751,"HIG1 hypoxia inducible domain family member 1B"
"33669","ENSG00000236499",19.4159322043752,2.78286866981381,0.357006276877235,6.81854831730066,9.19650468022857e-12,9.6169163227533e-10,"LINC00896",NA,"long intergenic non-protein coding RNA 896"
"6714","ENSG00000132975",75.7262472980891,2.74873685001909,0.407677924722496,6.46650600486799,1.00294843630255e-10,7.79805400785291e-09,"GPR12",2835,"G protein-coupled receptor 12"
"43252","ENSG00000255980",54.5526111506319,2.74202490545765,0.343938309662975,6.86825993050885,6.49897264944633e-12,7.16593727732181e-10,"AP000439.2",102724265,"uncharacterized LOC102724265"
"7863","ENSG00000139549",11.3243582222873,2.7372900492875,0.339823549887917,7.07244308645427,1.52229427380103e-12,2.01264738966152e-10,"DHH",50846,"desert hedgehog signaling molecule"
"20030","ENSG00000204642",408.292876605902,2.73710824581835,0.209477443413757,12.440130070536,1.58246020256014e-35,9.49855911984695e-32,"HLA-F",3134,"major histocompatibility complex, class I, F"
"13240","ENSG00000172005",60.4060020788749,2.72925199846136,0.343458855570132,7.00430991738562,2.48206145711734e-12,3.0654991132101e-10,"MAL",4118,"mal, T cell differentiation protein"
"5440","ENSG00000123843",131.232962315218,2.71367793447513,0.295762640400374,8.34874623923689,6.89913857398576e-17,2.79806684976298e-14,"C4BPB",725,"complement component 4 binding protein beta"
"486","ENSG00000030304",8.19859289784746,2.71020556216291,0.400949730617458,5.74879056487177,8.98840725573492e-09,3.97290248246121e-07,"MUSK",4593,"muscle associated receptor tyrosine kinase"
"9763","ENSG00000154175",2987.12460765179,2.70170489098601,0.322677770520156,8.26340218715364,1.41578217822693e-16,5.24573515221563e-14,"ABI3BP",25890,"ABI family member 3 binding protein"
"2550","ENSG00000101489",41.8856057657188,2.68774720643154,0.32743556312206,7.32691429756366,2.35512324181726e-13,3.88362410623185e-11,"CELF4",56853,"CUGBP Elav-like family member 4"
"10986","ENSG00000163235",62.4287697913292,2.68601187749767,0.387273560247212,6.05448520245067,1.40867422526569e-09,8.06815474211335e-08,"TGFA",7039,"transforming growth factor alpha"
"9331","ENSG00000150510",120.199727968961,2.68096324450596,0.354048040314334,6.81699850723874,9.29622301378666e-12,9.68743906561685e-10,"FAM124A",220108,"family with sequence similarity 124 member A"
"49544","ENSG00000267532",5.41747520686642,2.67889014993351,0.408895367806922,5.35728231455523,8.44830600095524e-08,2.58198125968094e-06,"MIR497HG",NA,"mir-497-195 cluster host gene"
"37417","ENSG00000244682",934.985610903085,2.65452997580376,0.355617656218469,6.70806515549828,1.97221874864378e-11,1.84393237022732e-09,"FCGR2C",NA,"Fc fragment of IgG receptor IIc (gene/pseudogene)"
"11850","ENSG00000166292",525.4304207665,2.64463575949694,0.332387363280157,7.15803168814014,8.18436394793226e-13,1.14779967666048e-10,"TMEM100",55273,"transmembrane protein 100"
"32722","ENSG00000235097",31.4727148486743,2.62578128261728,0.441967967670346,5.51318018793526,3.52407107307956e-08,1.25164995319839e-06,"LINC00330",NA,"long intergenic non-protein coding RNA 330"
"17740","ENSG00000198203",414.263700330389,2.62346296226663,0.375316155059291,6.16349798365605,7.11552851451818e-10,4.47584627101412e-08,"SULT1C2",6819,"sulfotransferase family 1C member 2"
"49123","ENSG00000267013",12.4232115227059,2.62136465007593,0.336333779134156,6.90151529596738,5.14507302772221e-12,5.85263239953279e-10,"LINC01929",NA,"long intergenic non-protein coding RNA 1929"
"11553","ENSG00000165092",611.827496212741,2.61314262204072,0.411068380607144,5.54716888842079,2.90332271385187e-08,1.05277570854654e-06,"ALDH1A1",216,"aldehyde dehydrogenase 1 family member A1"
"12606","ENSG00000169302",21.5101581803774,2.59528197179174,0.336704496737588,6.69384248269893,2.17385412503499e-11,2.00743723078616e-09,"STK32A",202374,"serine/threonine kinase 32A"
"160","ENSG00000006788",29.2795567995283,2.59317878630221,0.343934239554388,6.72533296830631,1.75191356784876e-11,1.66915650788181e-09,"MYH13",8735,"myosin heavy chain 13"
"10778","ENSG00000162494",11.5956755388398,2.59061069228086,0.414907438901428,5.57252209660478,2.51077633789738e-08,9.38398747857736e-07,"LRRC38",126755,"leucine rich repeat containing 38"
"7220","ENSG00000136011",429.946921026622,2.58082266162777,0.360775767319611,6.18000191423683,6.41008243807873e-10,4.08948813575658e-08,"STAB2",55576,"stabilin 2"
"585","ENSG00000042304",20.7167426203196,2.56688831395959,0.426097234916394,5.20076047315642,1.98474751803191e-07,5.31193239091629e-06,"C2orf83",56918,"chromosome 2 open reading frame 83"
"10777","ENSG00000162493",3050.38015461182,2.5613443577528,0.243871072981792,9.79449935523811,1.18884892829869e-22,1.48665558483751e-19,"PDPN",10630,"podoplanin"
"2898","ENSG00000104237",13.8810757750576,2.55714240273194,0.413569623779752,5.31844395532057,1.04658446943255e-07,3.09459045286795e-06,"RP1",6101,"RP1 axonemal microtubule associated"
"2899","ENSG00000104237",13.8810757750576,2.55714240273194,0.413569623779752,5.31844395532057,1.04658446943255e-07,3.09459045286795e-06,"RP1",107984125,"RP1 axonemal microtubule associated"
"16831","ENSG00000188676",38.4597667419962,2.5532265650157,0.384011460303761,5.6801972764663,1.34539474411552e-08,5.55405599180124e-07,"IDO2",169355,"indoleamine 2,3-dioxygenase 2"
"3753","ENSG00000110079",1545.20036055914,2.54436877512292,0.328582238311101,6.93274839541824,4.12741928108704e-12,4.85772970446998e-10,"MS4A4A",51338,"membrane spanning 4-domains A4A"
"6523","ENSG00000131831",45.9037110099373,2.54253228770565,0.355831108068734,6.23990866112961,4.37826473718798e-10,2.92001069538857e-08,"RAI2",10742,"retinoic acid induced 2"
"11581","ENSG00000165192",7.13555762317346,2.53591419998904,0.418968756953478,4.92176651795684,8.57665000123658e-07,1.84253700670803e-05,"ASB11",140456,"ankyrin repeat and SOCS box containing 11"
"11182","ENSG00000163827",84.2219569966088,2.5355465898372,0.313654872325691,7.41061221193941,1.25717695849372e-13,2.24585683799485e-11,"LRRC2",79442,"leucine rich repeat containing 2"
"36741","ENSG00000243064",30.6194536713692,2.52918916368653,0.368448416841351,6.12672314229062,8.97073662662492e-10,5.54589648551596e-08,"ABCC13",NA,"ATP binding cassette subfamily C member 13 (pseudogene)"
"15052","ENSG00000181195",22.1269933742549,2.5264961163543,0.392119522583777,5.80405340855168,6.47306430200899e-09,3.00726944012219e-07,"PENK",5179,"proenkephalin"
"7993","ENSG00000140465",33.9379916009857,2.52542214623956,0.401951889556673,6.81047206967501,9.72789989090113e-12,9.93039903148723e-10,"CYP1A1",1543,"cytochrome P450 family 1 subfamily A member 1"
"166","ENSG00000007062",695.11823381758,2.50934364004534,0.299000253971593,7.37836825632288,1.60241241993973e-13,2.79602334576925e-11,"PROM1",8842,"prominin 1"
"41968","ENSG00000254287",4.67964203764171,2.50775336779968,0.431173456809784,5.17269172322515,2.30745538024676e-07,5.99578795428275e-06,"AC007991.4",NA,"novel transcript"
"37989","ENSG00000248587",60.2251974978691,2.4999765132226,0.264936801667601,8.66840502441378,4.38215487781268e-18,2.12124568053087e-15,"GDNF-AS1",NA,"GDNF antisense RNA 1"
"20470","ENSG00000206337",113.161411108812,2.48700395695566,0.325817601874826,6.59671888494779,4.20356722360115e-11,3.51413536252695e-09,"HCP5",NA,"HLA complex P5"
"7941","ENSG00000140090",60.3175304311308,2.47797495975017,0.263771382797695,8.62123494745927,6.62358497353409e-18,3.10604737852664e-15,"SLC24A4",123041,"solute carrier family 24 member 4"
"4675","ENSG00000117090",24.5876011587215,2.47464347359482,0.406483594018146,5.26357580304999,1.41280217087787e-07,4.00387334772302e-06,"SLAMF1",6504,"signaling lymphocytic activation molecule family member 1"
"34679","ENSG00000237975",27.2425622217899,2.46844481589558,0.419824374037865,5.05720317762607,4.25449889803101e-07,1.00540173958824e-05,"FLG-AS1",NA,"FLG antisense RNA 1"
"11074","ENSG00000163531",4376.23480005899,2.45996106353221,0.337165994649247,6.87590825577368,6.15961341267386e-12,6.87220512048951e-10,"NFASC",23114,"neurofascin"
"9921","ENSG00000155719",21.4330699392954,2.45425730100074,0.371048787484424,5.8012082329823,6.58387774127555e-09,3.03769519316813e-07,"OTOA",146183,"otoancorin"
"44971","ENSG00000259070",19.4585915852357,2.45096642064296,0.372972296426592,5.81863105265835,5.93315319467922e-09,2.78594871119822e-07,"LINC00639",NA,"long intergenic non-protein coding RNA 639"
"16988","ENSG00000189253",58.4579841319145,2.44340464310777,0.441342836347705,5.32077497973852,1.03326141606679e-07,3.06122819535997e-06,"TRIM64B",642446,"tripartite motif containing 64B"
"14549","ENSG00000178562",780.321142068988,2.43264697577049,0.333229777458576,6.82857972182336,8.57594086347703e-12,9.12699068066215e-10,"CD28",940,"CD28 molecule"
"10062","ENSG00000156886",55.3317621950809,2.42238016201567,0.436193263697465,4.80177180690828,1.57267851958376e-06,3.12577667084422e-05,"ITGAD",3681,"integrin subunit alpha D"
"9882","ENSG00000155265",28.2657272555952,2.41857591179506,0.385979242992743,5.51692398962338,3.44984552620282e-08,1.22756029156945e-06,"GOLGA7B",401647,"golgin A7 family member B"
"13412","ENSG00000172752",23.4205523546852,2.41801388424682,0.386091072646921,5.59490524625263,2.20742292313849e-08,8.38095932489332e-07,"COL6A5",256076,"collagen type VI alpha 5 chain"
"17551","ENSG00000197629",1700.95678190981,2.41737087980385,0.320465504750831,6.8093063230053,9.80704624319382e-12,9.9772566729062e-10,"MPEG1",219972,"macrophage expressed 1"
"15250","ENSG00000182257",7.68697022574687,2.41637960109747,0.383232420207744,5.55640020635268,2.75395049930933e-08,1.00917658590075e-06,"PRR34",NA,"PRR34 long non-coding RNA"
"31619","ENSG00000233491",26.7739063284718,2.41154226005764,0.324090450711168,6.67123020189748,2.53667952831833e-11,2.27936604802065e-09,"AC008163.1",NA,"novel pseudogene containing cadherin repeats"
"7640","ENSG00000138135",36.2782274923267,2.40753991004212,0.438739699256694,5.25053597550738,1.51657280542774e-07,4.22880297127357e-06,"CH25H",9023,"cholesterol 25-hydroxylase"
"928","ENSG00000065413",679.757762491324,2.40741685157466,0.295869335856362,7.55197532311512,4.28705729083231e-14,8.81254543920953e-12,"ANKRD44",91526,"ankyrin repeat domain 44"
"3526","ENSG00000108381",235.342176406248,2.39208088709443,0.353304865362583,5.95461408982609,2.60686221106196e-09,1.35592978645393e-07,"ASPA",443,"aspartoacylase"
"23059","ENSG00000214897",4.04156575273139,2.39083876931657,0.438677540517633,5.23420287300912,1.6569838181847e-07,4.55814833651321e-06,"PNMA6E",649238,"PNMA family member 6E"
"3584","ENSG00000108700",16.9164639065371,2.37781627745934,0.426000754021472,5.49413991303349,3.92619136603041e-08,1.37655204763206e-06,"CCL8",6355,"C-C motif chemokine ligand 8"
"4748","ENSG00000117600",16.03810338849,2.36913563754093,0.368303142055816,4.76793210511063,1.8612648290102e-06,3.60388903537123e-05,"PLPPR4",9890,"phospholipid phosphatase related 4"
"10839","ENSG00000162706",2783.72772352621,2.36782158251224,0.385252316520466,5.96486457272028,2.44837023478059e-09,1.28536148726289e-07,"CADM3",57863,"cell adhesion molecule 3"
"3752","ENSG00000110077",1210.2977203035,2.36683994497343,0.320016752449177,6.68518199349934,2.3063783700028e-11,2.08746529161658e-09,"MS4A6A",64231,"membrane spanning 4-domains A6A"
"17847","ENSG00000198576",14.5184043719967,2.36417960842687,0.404467533004574,5.18565301899765,2.1525925908197e-07,5.66201655001586e-06,"ARC",23237,"activity regulated cytoskeleton associated protein"
"15647","ENSG00000183807",579.110010659547,2.35608228715349,0.305356688834602,7.25991258221637,3.87340569954107e-13,5.99219854920756e-11,"FAM162B",221303,"family with sequence similarity 162 member B"
"9581","ENSG00000152578",14.1492042847761,2.35438825549483,0.433823372600599,4.68049076331208,2.86189005895734e-06,5.12782354921956e-05,"GRIA4",2893,"glutamate ionotropic receptor AMPA type subunit 4"
"15564","ENSG00000183578",56.5163126967285,2.35379356110902,0.345432639524114,6.09301013404419,1.10807044636952e-09,6.5852297497905e-08,"TNFAIP8L3",388121,"TNF alpha induced protein 8 like 3"
"2596","ENSG00000101916",139.758439096466,2.35032044396669,0.357014201079759,5.95194528477275,2.64973965968575e-09,1.37584752018147e-07,"TLR8",51311,"toll like receptor 8"
"4071","ENSG00000112394",1612.16254039152,2.3427879005805,0.34040168386669,6.48404268147141,8.92969422607198e-11,6.97911414356438e-09,"SLC16A10",117247,"solute carrier family 16 member 10"
"9584","ENSG00000152583",2106.65625170022,2.34078482387141,0.228533080239388,9.45695629042336,3.17037227984339e-21,2.71854893893314e-18,"SPARCL1",8404,"SPARC like 1"
"3705","ENSG00000109738",85.2137395457341,2.3314607344978,0.361177456312371,5.64345528421211,1.66670829272521e-08,6.59910940386133e-07,"GLRB",2743,"glycine receptor beta"
"9972","ENSG00000156113",662.034487949429,2.31965043541755,0.352775886271156,6.48949207901091,8.61262344483173e-11,6.82128659403332e-09,"KCNMA1",3778,"potassium calcium-activated channel subfamily M alpha 1"
"11751","ENSG00000165917",101.18977108335,2.31170624219974,0.31022164649753,7.36184335357541,1.81387755633236e-13,3.11074818403695e-11,"RAPSN",5913,"receptor associated protein of the synapse"
"32352","ENSG00000234567",10.7148898239033,2.31107635939465,0.403451325883743,5.3118076330827,1.08543148014323e-07,3.18747256184526e-06,"AL024497.2",NA,"novel transcript"
"4024","ENSG00000112175",5489.09129242465,2.30768642569331,0.220302692081399,9.97834109162832,1.89610258677889e-23,2.8452915417204e-20,"BMP5",653,"bone morphogenetic protein 5"
"32834","ENSG00000235254",6.35423603563261,2.30664600030302,0.438635914020451,4.27813589338568,1.88464957380898e-05,0.000251163867713832,"TMEM185AP1",NA,"transmembrane protein 185A pseudogene 1"
"24185","ENSG00000221866",392.178856199396,2.30322106446537,0.367547589624401,5.46859044923182,4.53628561382143e-08,1.54990697639171e-06,"PLXNA4",91584,"plexin A4"
"31316","ENSG00000233038",41.9944861583508,2.30036305428797,0.377669165677606,5.85512913023548,4.76639528258545e-09,2.30352745927463e-07,"AC011899.2",NA,"novel transcript, antisense to PTPRN2"
"15367","ENSG00000182771",110.653820352254,2.29981518310145,0.323706655054128,6.45715542744604,1.06689309755894e-10,8.23125852029276e-09,"GRID1",2894,"glutamate ionotropic receptor delta type subunit 1"
"13273","ENSG00000172159",364.401821069652,2.29719918360661,0.238716785874319,9.00001299558951,2.2569096440968e-19,1.32812494585555e-16,"FRMD3",257019,"FERM domain containing 3"
"1201","ENSG00000072694",2167.09615331944,2.29603109596695,0.311656754587146,6.82282059306043,8.9270115728454e-12,9.40061302892057e-10,"FCGR2B",2213,"Fc fragment of IgG receptor IIb"
"56832","ENSG00000282572",31.9461275756097,2.29586976185034,0.356347348813536,6.11426146509339,9.70051476992457e-10,5.8933572727728e-08,"AC215522.2",NA,"novel transcript similar to family member with sequence similarity 157"
"25990","ENSG00000225217",1460.06251860559,2.2954886887028,0.359276647624599,5.69928753702078,1.20309158646277e-08,5.07836634218292e-07,"HSPA7",NA,"heat shock protein family A (Hsp70) member 7"
"31364","ENSG00000233110",25.0662775786674,2.294059967127,0.358828592257465,5.60261343908645,2.11143760956737e-08,8.08374042358914e-07,"AC093797.1",NA,"novel transcript, antisense to SORBS2"
"11470","ENSG00000164756",44.7139812248233,2.28552540787035,0.378712276337074,5.46015913854307,4.75707984007306e-08,1.61321446508783e-06,"SLC30A8",169026,"solute carrier family 30 member 8"
"3186","ENSG00000105711",282.293718389539,2.28528068052233,0.184223300416374,11.988787755583,4.06815080510703e-33,2.03488903271453e-29,"SCN1B",6324,"sodium voltage-gated channel beta subunit 1"
"62","ENSG00000004809",32.8488317091091,2.28126686626499,0.344882743611238,6.07541909633432,1.23664316372275e-09,7.23472409934642e-08,"SLC22A16",85413,"solute carrier family 22 member 16"
"6546","ENSG00000132000",282.877535548467,2.27458662452924,0.281651831607005,7.35595420180487,1.89568007483203e-13,3.19624440482354e-11,"PODNL1",79883,"podocan like 1"
"22245","ENSG00000213088",759.184422142758,2.27090046664027,0.385576499501156,5.35872396295687,8.38117941660246e-08,2.57048372613486e-06,"ACKR1",2532,"atypical chemokine receptor 1 (Duffy blood group)"
"34329","ENSG00000237463",5.08282105202058,2.26504901430958,0.435255143842391,4.28055987493298,1.86423721278901e-05,0.000249107245014353,"LRRC52-AS1",NA,"LRRC52 antisense RNA 1"
"34153","ENSG00000237223",7.04669465820733,2.25730011783735,0.426298326718752,4.46189459421068,8.12381860980126e-06,0.000122889135139796,"SULT1C2P1",NA,"sulfotransferase family 1C member 2 pseudogene 1"
"25813","ENSG00000224957",7.64024967944729,2.24910910585905,0.431467664518803,4.56902543766811,4.89997315477649e-06,8.00533447583844e-05,"LINC01266",NA,"long intergenic non-protein coding RNA 1266"
"9383","ENSG00000151062",234.274205163707,2.24481295065167,0.30565019198826,6.48201263613875,9.05070577990991e-11,7.05531900952354e-09,"CACNA2D4",93589,"calcium voltage-gated channel auxiliary subunit alpha2delta 4"
"5040","ENSG00000120262",100.564066190618,2.23978207911537,0.287070997873165,7.0103915532283,2.37652088568049e-12,2.99681280760685e-10,"CCDC170",80129,"coiled-coil domain containing 170"
"20557","ENSG00000206658",12.1434191558184,2.23405465910219,0.372887672260045,5.22662304079903,1.72633953709522e-07,4.72727209738155e-06,"RNU6-1039P",NA,"RNA, U6 small nuclear 1039, pseudogene"
"17564","ENSG00000197683",173.028787246963,2.22434902078481,0.41672941858713,4.49865030991279,6.83862372230647e-06,0.000106232285276326,"KRTAP26-1",388818,"keratin associated protein 26-1"
"4744","ENSG00000117594",358.420121336542,2.22108322337066,0.274223154468571,7.39008011861614,1.46740367790847e-13,2.57542217435023e-11,"HSD11B1",3290,"hydroxysteroid 11-beta dehydrogenase 1"
"45600","ENSG00000259834",32.4462467581004,2.21863281360927,0.326462659983201,6.21627436284451,5.09097568934865e-10,3.35802994260949e-08,"AL365361.1",NA,"novel transcript"
"17477","ENSG00000197415",69.4840843531332,2.21333396791283,0.259786240533505,8.06421038828852,7.37107242435298e-16,2.25735332244573e-13,"VEPH1",79674,"ventricular zone expressed PH domain containing 1"
"16355","ENSG00000186642",102.269975803825,2.21167736992907,0.277560936079459,7.25332428010237,4.06664869179676e-13,6.25888515580535e-11,"PDE2A",5138,"phosphodiesterase 2A"
"36833","ENSG00000243316",9.39603131727793,2.21153829280593,0.415025233101224,4.88303804540333,1.04463705475511e-06,2.17719772828544e-05,"GUCY2GP",NA,"guanylate cyclase 2G, pseudogene"
"43856","ENSG00000257398",23.4260665181413,2.20912522896289,0.341486710442819,5.71361746931128,1.1059946458384e-08,4.72836343460142e-07,"AC126177.3",NA,"novel transcript"
"44618","ENSG00000258676",9.58434717426817,2.2059389652723,0.443539618057402,4.44375478572796,8.84023557544426e-06,0.000131473315208242,"AC091544.2",NA,"novel transcript"
"47891","ENSG00000264345",3.49206429226268,2.20344506352462,0.424793658245557,4.52111245857027,6.15154952809792e-06,9.72709717793861e-05,"LINC01894",NA,"long intergenic non-protein coding RNA 1894"
"32119","ENSG00000234211",12.3396378763446,2.20165044154165,0.405564054635727,4.56933287502988,4.89279145359631e-06,7.997955180029e-05,"AL451067.1",NA,"novel transcript, antisense to FCGR2B"
